"Step","daily-jazz-97 - Training PPL","daily-jazz-97 - Training PPL__MIN","daily-jazz-97 - Training PPL__MAX"
"0","8730.619745701044","8730.619745701044","8730.619745701044"
"1","3192.7407202890267","3192.7407202890267","3192.7407202890267"
"2","978.501276038938","978.501276038938","978.501276038938"
"3","758.0495468770413","758.0495468770413","758.0495468770413"
"4","827.4431441220469","827.4431441220469","827.4431441220469"
"5","646.7717475180318","646.7717475180318","646.7717475180318"
"6","313.18474940876655","313.18474940876655","313.18474940876655"
"7","366.7058723933056","366.7058723933056","366.7058723933056"
"8","131.73466115528763","131.73466115528763","131.73466115528763"
"9","193.55608253597617","193.55608253597617","193.55608253597617"
"11","209.09190963894497","209.09190963894497","209.09190963894497"
"12","193.20660138889602","193.20660138889602","193.20660138889602"
"13","203.96936256114608","203.96936256114608","203.96936256114608"
"14","186.12713082067776","186.12713082067776","186.12713082067776"
"15","158.6947061347757","158.6947061347757","158.6947061347757"
"16","133.08275912654707","133.08275912654707","133.08275912654707"
"17","129.55446992832427","129.55446992832427","129.55446992832427"
"18","76.19456236428945","76.19456236428945","76.19456236428945"
"19","54.37682557660315","54.37682557660315","54.37682557660315"
"20","83.700715367375","83.700715367375","83.700715367375"
"22","96.90262680035477","96.90262680035477","96.90262680035477"
"23","78.18836456834265","78.18836456834265","78.18836456834265"
"24","60.21562450293877","60.21562450293877","60.21562450293877"
"25","29.47214970850871","29.47214970850871","29.47214970850871"
"26","61.604720944798466","61.604720944798466","61.604720944798466"
"27","64.2154810781551","64.2154810781551","64.2154810781551"
"28","46.785906217100404","46.785906217100404","46.785906217100404"
"29","69.13180106941763","69.13180106941763","69.13180106941763"
"30","53.17699608205659","53.17699608205659","53.17699608205659"
"31","45.88555755463349","45.88555755463349","45.88555755463349"
"33","45.83963268047125","45.83963268047125","45.83963268047125"
"34","94.02323271403623","94.02323271403623","94.02323271403623"
"35","36.51666689292284","36.51666689292284","36.51666689292284"
"36","53.35180071851641","53.35180071851641","53.35180071851641"
"37","37.1717154180192","37.1717154180192","37.1717154180192"
"38","25.83872787525907","25.83872787525907","25.83872787525907"
"39","51.676408585981974","51.676408585981974","51.676408585981974"
"40","37.56568510157276","37.56568510157276","37.56568510157276"
"41","45.18164317144704","45.18164317144704","45.18164317144704"
"42","27.86521750565035","27.86521750565035","27.86521750565035"
"44","41.34784845751318","41.34784845751318","41.34784845751318"
"45","34.647063829673336","34.647063829673336","34.647063829673336"
"46","49.98710631993728","49.98710631993728","49.98710631993728"
"47","24.36826450122093","24.36826450122093","24.36826450122093"
"48","39.027641932883064","39.027641932883064","39.027641932883064"
"49","40.917374027625456","40.917374027625456","40.917374027625456"
"50","25.283020820981932","25.283020820981932","25.283020820981932"
"51","42.94885563883734","42.94885563883734","42.94885563883734"
"52","20.836807019988736","20.836807019988736","20.836807019988736"
"53","29.037821688218166","29.037821688218166","29.037821688218166"
"55","21.869694001290434","21.869694001290434","21.869694001290434"
"56","40.97631015696546","40.97631015696546","40.97631015696546"
"57","33.512453440973154","33.512453440973154","33.512453440973154"
"58","22.841752401729913","22.841752401729913","22.841752401729913"
"59","19.370675996857425","19.370675996857425","19.370675996857425"
"60","23.23838317747024","23.23838317747024","23.23838317747024"
"61","36.16865789344001","36.16865789344001","36.16865789344001"
"62","39.05979434597293","39.05979434597293","39.05979434597293"
"63","20.133827323935336","20.133827323935336","20.133827323935336"
"64","27.354186823990016","27.354186823990016","27.354186823990016"
"66","17.520992685489734","17.520992685489734","17.520992685489734"
"68","27.422293283740938","27.422293283740938","27.422293283740938"
"69","39.71922839891622","39.71922839891622","39.71922839891622"
"70","15.069408322964891","15.069408322964891","15.069408322964891"
"71","18.267533884036155","18.267533884036155","18.267533884036155"
"72","34.84456327428695","34.84456327428695","34.84456327428695"
"73","28.136089060708084","28.136089060708084","28.136089060708084"
"74","18.778745428482782","18.778745428482782","18.778745428482782"
"75","32.07317343878676","32.07317343878676","32.07317343878676"
"76","11.362149359342169","11.362149359342169","11.362149359342169"
"77","19.92658837658784","19.92658837658784","19.92658837658784"
"79","27.06390295516471","27.06390295516471","27.06390295516471"
"80","24.888622761923134","24.888622761923134","24.888622761923134"
"81","30.10372804019318","30.10372804019318","30.10372804019318"
"82","30.291018219066228","30.291018219066228","30.291018219066228"
"83","25.622928534470752","25.622928534470752","25.622928534470752"
"84","22.57965897505561","22.57965897505561","22.57965897505561"
"85","20.081466885212322","20.081466885212322","20.081466885212322"
"86","18.158346992550598","18.158346992550598","18.158346992550598"
"87","14.894494239760212","14.894494239760212","14.894494239760212"
"88","23.562698022444057","23.562698022444057","23.562698022444057"
"90","26.24628567208948","26.24628567208948","26.24628567208948"
"91","23.6329856363169","23.6329856363169","23.6329856363169"
"92","19.747704038073774","19.747704038073774","19.747704038073774"
"93","11.355947562731908","11.355947562731908","11.355947562731908"
"94","19.643335922950232","19.643335922950232","19.643335922950232"
"95","24.42649634599656","24.42649634599656","24.42649634599656"
"96","17.259157902597874","17.259157902597874","17.259157902597874"
"97","27.34740504860416","27.34740504860416","27.34740504860416"
"98","23.641884254380326","23.641884254380326","23.641884254380326"
"99","18.780003564333573","18.780003564333573","18.780003564333573"
"101","20.208846283008786","20.208846283008786","20.208846283008786"
"102","47.28486212437022","47.28486212437022","47.28486212437022"
"103","18.67130116616405","18.67130116616405","18.67130116616405"
"104","24.840148446115762","24.840148446115762","24.840148446115762"
"105","18.31692889374921","18.31692889374921","18.31692889374921"
"106","14.666286213909705","14.666286213909705","14.666286213909705"
"107","27.294317587684887","27.294317587684887","27.294317587684887"
"108","20.398895490454848","20.398895490454848","20.398895490454848"
"109","24.608404849150958","24.608404849150958","24.608404849150958"
"110","16.494412206319623","16.494412206319623","16.494412206319623"
"112","21.162416077856722","21.162416077856722","21.162416077856722"
"113","17.900178522329085","17.900178522329085","17.900178522329085"
"114","29.04169891450997","29.04169891450997","29.04169891450997"
"115","15.141992403507647","15.141992403507647","15.141992403507647"
"116","23.402882790901916","23.402882790901916","23.402882790901916"
"117","25.237099517770364","25.237099517770364","25.237099517770364"
"118","15.568007988181206","15.568007988181206","15.568007988181206"
"119","25.551918560244534","25.551918560244534","25.551918560244534"
"120","14.115601754314266","14.115601754314266","14.115601754314266"
"121","17.40418461425908","17.40418461425908","17.40418461425908"
"123","14.697604715444806","14.697604715444806","14.697604715444806"
"124","27.373635060237255","27.373635060237255","27.373635060237255"
"125","20.831437431613303","20.831437431613303","20.831437431613303"
"126","15.301338694886718","15.301338694886718","15.301338694886718"
"127","13.165324119464243","13.165324119464243","13.165324119464243"
"128","16.149802118348177","16.149802118348177","16.149802118348177"
"129","24.51914663273941","24.51914663273941","24.51914663273941"
"130","25.901721037373157","25.901721037373157","25.901721037373157"
"131","13.773198045399788","13.773198045399788","13.773198045399788"
"132","19.628284766151204","19.628284766151204","19.628284766151204"
"134","12.276974022140104","12.276974022140104","12.276974022140104"
"136","18.615051257721085","18.615051257721085","18.615051257721085"
"137","26.173610562868614","26.173610562868614","26.173610562868614"
"138","11.10918830410672","11.10918830410672","11.10918830410672"
"139","13.80498889193338","13.80498889193338","13.80498889193338"
"140","24.86974229112717","24.86974229112717","24.86974229112717"
"141","19.659504767121962","19.659504767121962","19.659504767121962"
"142","14.274104581092915","14.274104581092915","14.274104581092915"
"143","23.482209358301393","23.482209358301393","23.482209358301393"
"144","8.80585172793736","8.80585172793736","8.80585172793736"
"145","15.7615677855099","15.7615677855099","15.7615677855099"
"147","20.694177702345872","20.694177702345872","20.694177702345872"
"148","18.671359036859958","18.671359036859958","18.671359036859958"
"149","23.198597970931296","23.198597970931296","23.198597970931296"
"150","22.3844439478121","22.3844439478121","22.3844439478121"
"151","19.69932523271473","19.69932523271473","19.69932523271473"
"152","16.95223211309643","16.95223211309643","16.95223211309643"
"153","15.288054351183781","15.288054351183781","15.288054351183781"
"154","14.339910565469937","14.339910565469937","14.339910565469937"
"155","12.163002726780153","12.163002726780153","12.163002726780153"
"156","18.86639806572213","18.86639806572213","18.86639806572213"
"158","20.35318633619355","20.35318633619355","20.35318633619355"
"159","17.673780849646658","17.673780849646658","17.673780849646658"
"160","15.56005584173017","15.56005584173017","15.56005584173017"
"161","9.270737252317403","9.270737252317403","9.270737252317403"
"162","15.507909342691562","15.507909342691562","15.507909342691562"
"163","19.521713092646383","19.521713092646383","19.521713092646383"
"164","13.672284443640871","13.672284443640871","13.672284443640871"
"165","22.11363236118365","22.11363236118365","22.11363236118365"
"166","19.136403153942016","19.136403153942016","19.136403153942016"
"167","15.155019751562097","15.155019751562097","15.155019751562097"
"169","16.574792617280394","16.574792617280394","16.574792617280394"
"170","38.21551725158097","38.21551725158097","38.21551725158097"
"171","15.272687654001835","15.272687654001835","15.272687654001835"
"172","19.11611091098331","19.11611091098331","19.11611091098331"
"173","14.802524703378872","14.802524703378872","14.802524703378872"
"174","12.351087499408154","12.351087499408154","12.351087499408154"
"175","22.706329294799446","22.706329294799446","22.706329294799446"
"176","17.166898219600522","17.166898219600522","17.166898219600522"
"177","20.146797051770864","20.146797051770864","20.146797051770864"
"178","14.236871042418269","14.236871042418269","14.236871042418269"
"180","17.315512789335198","17.315512789335198","17.315512789335198"
"181","14.467604172363197","14.467604172363197","14.467604172363197"
"182","24.256056619124795","24.256056619124795","24.256056619124795"
"183","13.08459950519398","13.08459950519398","13.08459950519398"
"184","19.668473408992785","19.668473408992785","19.668473408992785"
"185","21.393415159371806","21.393415159371806","21.393415159371806"
"186","13.034006998513247","13.034006998513247","13.034006998513247"
"187","21.759666549086045","21.759666549086045","21.759666549086045"
"188","12.23454077668152","12.23454077668152","12.23454077668152"
"189","14.679653250125623","14.679653250125623","14.679653250125623"
"191","12.639831716062899","12.639831716062899","12.639831716062899"
"192","23.5021151972057","23.5021151972057","23.5021151972057"
"193","16.91194362727892","16.91194362727892","16.91194362727892"
"194","13.096918407635954","13.096918407635954","13.096918407635954"
"195","11.380026207897165","11.380026207897165","11.380026207897165"
"196","13.90573811505327","13.90573811505327","13.90573811505327"
"197","21.371621255681536","21.371621255681536","21.371621255681536"
"198","22.498676553942428","22.498676553942428","22.498676553942428"
"199","11.698317168359958","11.698317168359958","11.698317168359958"
"200","17.277334768302303","17.277334768302303","17.277334768302303"
"202","10.712324195835983","10.712324195835983","10.712324195835983"
"204","15.939271242404441","15.939271242404441","15.939271242404441"
"205","22.064606937559734","22.064606937559734","22.064606937559734"
"206","9.898516158228883","9.898516158228883","9.898516158228883"
"207","11.952108168643193","11.952108168643193","11.952108168643193"
"208","22.03845616139458","22.03845616139458","22.03845616139458"
"209","17.079260237376833","17.079260237376833","17.079260237376833"
"210","12.84700664044809","12.84700664044809","12.84700664044809"
"211","20.769392858561524","20.769392858561524","20.769392858561524"
"212","8.077729667359883","8.077729667359883","8.077729667359883"
"213","14.223530772883423","14.223530772883423","14.223530772883423"
"215","18.651653311389133","18.651653311389133","18.651653311389133"
"216","16.49383806046152","16.49383806046152","16.49383806046152"
"217","20.29477249608973","20.29477249608973","20.29477249608973"
"218","19.86125724024195","19.86125724024195","19.86125724024195"
"219","17.379558285961366","17.379558285961366","17.379558285961366"
"220","15.020381490000316","15.020381490000316","15.020381490000316"
"221","13.499727195004622","13.499727195004622","13.499727195004622"
"222","12.910231220688665","12.910231220688665","12.910231220688665"
"223","10.81748015608738","10.81748015608738","10.81748015608738"
"224","16.914766347917155","16.914766347917155","16.914766347917155"
"226","18.248441437093344","18.248441437093344","18.248441437093344"
"227","15.758715834959505","15.758715834959505","15.758715834959505"
"228","13.853952301317205","13.853952301317205","13.853952301317205"
"229","8.565761425033706","8.565761425033706","8.565761425033706"
"230","13.778630499010912","13.778630499010912","13.778630499010912"
"231","17.495170767496198","17.495170767496198","17.495170767496198"
"232","12.358080264203553","12.358080264203553","12.358080264203553"
"233","19.775799117689083","19.775799117689083","19.775799117689083"
"234","17.125417683168852","17.125417683168852","17.125417683168852"
"235","13.780634544455268","13.780634544455268","13.780634544455268"
"237","15.110696062463377","15.110696062463377","15.110696062463377"
"238","34.63280087631363","34.63280087631363","34.63280087631363"
"239","13.893821095114287","13.893821095114287","13.893821095114287"
"240","17.222130623738806","17.222130623738806","17.222130623738806"
"241","13.522134252903854","13.522134252903854","13.522134252903854"
"242","11.499026862282124","11.499026862282124","11.499026862282124"
"243","20.302510973734897","20.302510973734897","20.302510973734897"
"244","15.64969340986396","15.64969340986396","15.64969340986396"
"245","18.2674424225562","18.2674424225562","18.2674424225562"
"246","13.173406019256118","13.173406019256118","13.173406019256118"
"248","15.87828828841222","15.87828828841222","15.87828828841222"
"249","13.245403531829925","13.245403531829925","13.245403531829925"
"250","22.085638360993556","22.085638360993556","22.085638360993556"
"251","12.295143999841939","12.295143999841939","12.295143999841939"
"252","18.051060754370546","18.051060754370546","18.051060754370546"
"253","19.79502646415446","19.79502646415446","19.79502646415446"
"254","11.988132910178791","11.988132910178791","11.988132910178791"
"255","20.01091368841356","20.01091368841356","20.01091368841356"
"256","11.397211074254699","11.397211074254699","11.397211074254699"
"257","13.799019645223332","13.799019645223332","13.799019645223332"
"259","11.984752143926393","11.984752143926393","11.984752143926393"
"260","21.478734048279264","21.478734048279264","21.478734048279264"
"261","15.607651106123583","15.607651106123583","15.607651106123583"
"262","12.2200317671689","12.2200317671689","12.2200317671689"
"263","10.740890588199198","10.740890588199198","10.740890588199198"
"264","13.156011284698367","13.156011284698367","13.156011284698367"
"265","19.703618470687275","19.703618470687275","19.703618470687275"
"266","21.23672030877431","21.23672030877431","21.23672030877431"
"267","11.000866190424528","11.000866190424528","11.000866190424528"
"268","16.102023851901524","16.102023851901524","16.102023851901524"
"270","10.04296717818652","10.04296717818652","10.04296717818652"
"272","14.819721874187868","14.819721874187868","14.819721874187868"
"273","20.522176277568352","20.522176277568352","20.522176277568352"
"274","9.308712898414568","9.308712898414568","9.308712898414568"
"275","11.43783366780189","11.43783366780189","11.43783366780189"
"276","20.39381865370832","20.39381865370832","20.39381865370832"
"277","15.913518986932731","15.913518986932731","15.913518986932731"
"278","12.190800851092062","12.190800851092062","12.190800851092062"
"279","19.90623180667071","19.90623180667071","19.90623180667071"
"280","7.7210956670869555","7.7210956670869555","7.7210956670869555"
"281","13.667858451422953","13.667858451422953","13.667858451422953"
"283","17.763351361723654","17.763351361723654","17.763351361723654"
"284","15.562664054205426","15.562664054205426","15.562664054205426"
"285","19.213270561541805","19.213270561541805","19.213270561541805"
"286","18.650964054519452","18.650964054519452","18.650964054519452"
"287","16.592525643811957","16.592525643811957","16.592525643811957"
"288","14.210125080238507","14.210125080238507","14.210125080238507"
"289","12.853373058800534","12.853373058800534","12.853373058800534"
"290","12.420921124739243","12.420921124739243","12.420921124739243"
"291","10.3931327653642","10.3931327653642","10.3931327653642"
"292","16.140640735204588","16.140640735204588","16.140640735204588"
"294","17.358322839958372","17.358322839958372","17.358322839958372"
"295","14.919927774403895","14.919927774403895","14.919927774403895"
"296","13.21798304992768","13.21798304992768","13.21798304992768"
"297","8.139985562563842","8.139985562563842","8.139985562563842"
"298","13.223256415072225","13.223256415072225","13.223256415072225"
"299","16.825149893563225","16.825149893563225","16.825149893563225"
"300","11.86392635684035","11.86392635684035","11.86392635684035"
"301","18.79733052942403","18.79733052942403","18.79733052942403"
"302","16.4789408542047","16.4789408542047","16.4789408542047"
"303","13.33979784557521","13.33979784557521","13.33979784557521"
"305","14.48270293274168","14.48270293274168","14.48270293274168"
"306","33.5515232863144","33.5515232863144","33.5515232863144"
"307","13.337759329278372","13.337759329278372","13.337759329278372"
"308","16.525012388532794","16.525012388532794","16.525012388532794"
"309","12.859577069054543","12.859577069054543","12.859577069054543"
"310","11.140093128903224","11.140093128903224","11.140093128903224"
"311","19.69989353981302","19.69989353981302","19.69989353981302"
"312","15.155312426688456","15.155312426688456","15.155312426688456"
"313","17.713628859092957","17.713628859092957","17.713628859092957"
"314","12.799084266785783","12.799084266785783","12.799084266785783"
"316","15.29681204341019","15.29681204341019","15.29681204341019"
"317","12.676052389828259","12.676052389828259","12.676052389828259"
"318","21.431913288600487","21.431913288600487","21.431913288600487"
"319","11.947293306875043","11.947293306875043","11.947293306875043"
"320","17.699132125614824","17.699132125614824","17.699132125614824"
"321","19.243279894220866","19.243279894220866","19.243279894220866"
"322","11.821914469281428","11.821914469281428","11.821914469281428"
"323","19.53498246678588","19.53498246678588","19.53498246678588"
"324","11.283102208353798","11.283102208353798","11.283102208353798"
"325","13.26308405356217","13.26308405356217","13.26308405356217"
"327","11.739674302904023","11.739674302904023","11.739674302904023"
"328","20.937465166074432","20.937465166074432","20.937465166074432"
"329","15.066807340765417","15.066807340765417","15.066807340765417"
"330","11.971552572651266","11.971552572651266","11.971552572651266"
"331","10.481599548593977","10.481599548593977","10.481599548593977"
"332","12.86444673864915","12.86444673864915","12.86444673864915"
"333","19.233253236696722","19.233253236696722","19.233253236696722"
"334","20.947346428926235","20.947346428926235","20.947346428926235"
"335","10.768326427047061","10.768326427047061","10.768326427047061"
"336","15.835386467086119","15.835386467086119","15.835386467086119"
"338","9.881760266112972","9.881760266112972","9.881760266112972"